time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),
5.605328,-0.0524,0.0148,-0.0019,0.1317,-0.0133,0.0309,66.9780,14.2008,-50.1542,279.8264,-3.3749,5.5680,60.18460798,24.82717026,0.00000000,
5.606117,-0.0524,0.0148,-0.0019,0.1317,-0.0133,0.0309,66.9780,14.2008,-50.1542,279.8264,-3.3749,5.5680,60.18460798,24.82717026,0.00000000,
5.660750,-0.0524,0.0148,-0.0019,0.1317,-0.0133,0.0309,66.7706,14.7376,-50.5690,279.8264,-3.3749,5.5680,60.18460798,24.82717026,0.00000000,
5.662621,-0.0524,0.0148,-0.0019,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.8264,-3.3749,5.5680,60.18460798,24.82717026,0.00000000,
5.664376,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.8264,-3.3749,5.5680,60.18460798,24.82717026,0.00000000,
5.665484,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.670909,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.671843,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.672564,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.673304,0.0622,0.2949,-0.0793,0.0727,-0.1250,0.0213,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.730880,0.0622,0.2949,-0.0793,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9026,-3.6715,5.9296,60.18460798,24.82717026,0.00000000,
5.732685,0.0622,0.2949,-0.0793,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.733768,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.736560,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.737369,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.738071,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.7706,14.7376,-50.5690,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.740517,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.6242,15.2378,-51.1180,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.781068,0.0725,0.0803,0.0203,0.0063,-0.0654,0.0076,66.4778,15.8600,-51.4962,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.790716,0.0725,0.0803,0.0203,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9900,-3.8417,6.3077,60.18460798,24.82717026,0.00000000,
5.791965,0.0725,0.0803,0.0203,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.792991,0.0023,0.1497,-0.0304,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.804191,0.0023,0.1497,-0.0304,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.805545,0.0023,0.1497,-0.0304,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.806429,0.0023,0.1497,-0.0304,-0.0190,0.0449,0.0067,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.860564,0.0023,0.1497,-0.0304,-0.0313,0.0786,0.0210,66.4778,15.8600,-51.4962,279.9724,-3.7960,6.0560,60.18460798,24.82717026,0.00000000,
5.862436,0.0023,0.1497,-0.0304,-0.0313,0.0786,0.0210,66.4778,15.8600,-51.4962,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.863964,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.4778,15.8600,-51.4962,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.865113,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.870917,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.871769,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.872673,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.873458,0.0774,0.1198,0.0229,-0.0313,0.0786,0.0210,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.930517,0.0774,0.1198,0.0229,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9445,-3.7815,5.7958,60.18460798,24.82717026,0.00000000,
5.932617,0.0774,0.1198,0.0229,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.933814,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.937095,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.937898,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.938709,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.1484,16.4212,-51.5328,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.940622,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.2338,17.2142,-51.8988,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.981509,-0.0229,0.0962,-0.0677,-0.0109,0.0743,0.0230,66.2826,18.0682,-52.0818,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.989211,-0.0229,0.0962,-0.0677,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.990357,-0.0126,0.0733,0.0561,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9164,-3.7909,5.5545,60.18460798,24.82717026,0.00000000,
5.991479,-0.0126,0.0733,0.0561,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9094,-4.1033,5.3433,60.18460798,24.82717026,0.00000000,
6.004102,-0.0126,0.0733,0.0561,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9094,-4.1033,5.3433,60.18460798,24.82717026,0.00000000,
6.005328,-0.0126,0.0733,0.0561,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9094,-4.1033,5.3433,60.18460798,24.82717026,0.00000000,
6.006057,-0.0126,0.0733,0.0561,0.0542,0.0465,0.0040,66.2826,18.0682,-52.0818,279.9094,-4.1033,5.3433,60.18460798,24.82717026,0.00000000,
6.059422,-0.0126,0.0733,0.0561,0.0003,-0.0346,0.0194,66.2826,18.0682,-52.0818,279.9094,-4.1033,5.3433,60.18460798,24.82717026,0.00000000,
6.061398,-0.0126,0.0733,0.0561,0.0003,-0.0346,0.0194,66.2826,18.0682,-52.0818,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.062632,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.2826,18.0682,-52.0818,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.063958,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.071599,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.072607,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.073390,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.074218,0.0110,0.1542,-0.0392,0.0003,-0.0346,0.0194,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.130273,0.0110,0.1542,-0.0392,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.132639,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9496,-4.1677,5.5325,60.18460798,24.82717026,0.00000000,
6.134016,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.137230,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.138083,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.138833,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,66.7828,19.1296,-52.5332,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.140701,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,67.0024,20.2398,-52.9846,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.180380,-0.0362,0.1121,-0.0048,0.0210,-0.0089,0.0204,67.5880,21.2402,-53.4726,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.188783,-0.0362,0.1121,-0.0048,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9246,-4.3245,5.5425,60.18460798,24.82717026,0.00000000,
6.190052,-0.0362,0.1121,-0.0048,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.191432,0.0426,0.1444,-0.0479,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.203936,0.0426,0.1444,-0.0479,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.205147,0.0426,0.1444,-0.0479,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.205938,0.0426,0.1444,-0.0479,-0.0093,0.0213,0.0278,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.259395,0.0426,0.1444,-0.0479,0.0200,-0.0166,0.0003,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.261233,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,67.5880,21.2402,-53.4726,279.9149,-4.3742,5.4895,60.18460798,24.82717026,0.00000000,
6.262305,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,67.5880,21.2402,-53.4726,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.263391,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.271635,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.272427,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.273246,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.273956,-0.0156,0.1175,0.0064,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.329470,-0.0039,0.1265,0.0061,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,279.9878,-4.5435,5.5140,60.18460798,24.82717026,0.00000000,
6.331858,-0.0039,0.1265,0.0061,0.0200,-0.0166,0.0003,68.0882,22.3016,-54.3388,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.333115,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,68.0882,22.3016,-54.3388,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.337371,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,68.0882,22.3016,-54.3388,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.338490,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,68.0882,22.3016,-54.3388,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.339785,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,68.0882,22.3016,-54.3388,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.340783,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,68.5030,23.2044,-55.1928,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.381073,-0.0039,0.1265,0.0061,-0.0108,-0.0060,0.0150,69.0276,24.2048,-56.4738,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.389453,-0.0039,0.1265,0.0061,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0033,-4.5953,5.5651,60.18460798,24.82717026,0.00000000,
6.390485,-0.0039,0.1265,0.0061,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.391694,0.0247,0.1342,0.0284,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.404208,0.0247,0.1342,0.0284,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.405305,0.0247,0.1342,0.0284,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.406087,0.0247,0.1342,0.0284,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.459241,-0.0133,0.1060,0.0332,0.0105,-0.0346,0.0080,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.460982,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.0276,24.2048,-56.4738,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.462132,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.0475,-4.7202,5.7235,60.18460798,24.82717026,0.00000000,
6.463264,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.471908,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.473035,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.473769,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.474430,-0.0133,0.1060,0.0332,-0.0015,-0.0096,0.0016,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.529287,-0.0133,0.1060,0.0332,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1012,-4.7837,5.7420,60.18460798,24.82717026,0.00000000,
6.531228,-0.0133,0.1060,0.0332,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.532634,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.538510,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.539593,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.540503,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,69.3814,25.0466,-57.7426,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.541622,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,69.1496,25.7542,-59.2066,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.581033,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,68.7470,26.5716,-60.5120,280.1019,-4.8546,5.6927,60.18458045,24.82712890,1.27999997,
6.597980,-0.0128,0.1157,-0.0379,-0.0037,0.0173,0.0192,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.599760,-0.0128,0.1157,-0.0379,0.0128,-0.0276,0.0119,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.600798,-0.0060,0.1303,0.0209,0.0128,-0.0276,0.0119,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.603283,-0.0060,0.1303,0.0209,0.0128,-0.0276,0.0119,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.604121,-0.0060,0.1303,0.0209,0.0128,-0.0276,0.0119,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.604806,-0.0060,0.1303,0.0209,0.0128,-0.0276,0.0119,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.658935,-0.0060,0.1303,0.0209,0.0097,-0.0120,-0.0036,68.7470,26.5716,-60.5120,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.660978,-0.0060,0.1303,0.0209,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.671596,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.1406,-4.9970,5.7707,60.18458045,24.82712890,1.27999997,
6.672763,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.673742,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.674426,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.675317,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.676056,-0.0036,0.1694,-0.0046,0.0097,-0.0120,-0.0036,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.728982,-0.0036,0.1694,-0.0046,-0.0069,0.0027,0.0019,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.738502,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.739746,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.740503,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.741231,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,68.3688,27.1816,-61.8784,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.741983,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,67.6978,27.6696,-63.4034,280.2686,-5.1473,5.8324,60.18458045,24.82712890,1.27999997,
6.743054,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,67.6978,27.6696,-63.4034,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.780924,0.0181,0.0895,0.0317,-0.0069,0.0027,0.0019,67.2098,27.9502,-64.8674,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.797186,0.0181,0.0895,0.0317,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.803275,0.0181,0.0895,0.0317,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.804127,0.0181,0.0895,0.0317,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.804815,0.0181,0.0895,0.0317,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.2941,-5.1767,5.8105,60.18458045,24.82712890,1.27999997,
6.857704,0.0181,0.0895,0.0317,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.859934,-0.0116,0.0990,-0.0546,-0.0069,0.0120,0.0017,67.2098,27.9502,-64.8674,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.861144,-0.0116,0.0990,-0.0546,-0.0069,0.0120,0.0017,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.871501,-0.0116,0.0990,-0.0546,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.872977,-0.0116,0.0990,-0.0546,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.873922,-0.0116,0.0990,-0.0546,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.874933,-0.0116,0.0990,-0.0546,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.875968,-0.0116,0.0990,-0.0546,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.927681,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.3465,-5.2230,5.7669,60.18458045,24.82712890,1.27999997,
6.929634,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
6.942364,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
6.943704,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
6.944698,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.005223,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.007226,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.008228,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,66.5022,27.9380,-66.5388,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.037626,-0.0026,0.0313,-0.0417,-0.0044,-0.0043,-0.0113,64.8186,27.6574,-67.6856,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.046972,-0.0026,0.0313,-0.0417,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.048731,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4458,-5.2456,5.8141,60.18458045,24.82712890,1.27999997,
7.049712,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
7.070327,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
7.071396,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
7.072517,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
7.073224,-0.0627,-0.1620,0.0277,-0.0125,-0.0228,-0.0144,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
7.127401,-0.0627,-0.1620,0.0277,-0.0189,-0.0027,-0.0025,64.8186,27.6574,-67.6856,280.4856,-5.0428,5.9377,60.18458045,24.82712890,1.27999997,
