time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll
15.161961,-0.0022,0.0008,0.0003,0,-0.0003,0.0007,6.5636,3.4648,-76.5184,163.4478,0.2683,0.5218
15.164067,0.0002,-0.0028,-0.0012,0,-0.0003,0.0007,6.5636,3.4648,-76.5184,163.4478,0.2683,0.5218
15.165368,0.0002,-0.0028,-0.0012,0,0.0012,0.0007,6.5636,3.4648,-76.5184,163.4478,0.2683,0.5218
15.173676,0.0002,-0.0028,-0.0012,0,0.0012,0.0007,6.5758,3.4648,-76.555,163.4478,0.2683,0.5218
15.176258,0.0002,-0.0028,-0.0012,0,0.0012,0.0007,6.5758,3.4648,-76.555,163.4391,0.2704,0.5175
15.241832,0.0002,-0.0028,-0.0012,0,0.0012,0.0007,6.6368,3.4282,-76.494,163.4391,0.2704,0.5175
15.244146,0.0002,-0.0028,-0.0012,0,0.0012,0.0007,6.6368,3.4282,-76.494,163.4391,0.2704,0.5175
15.245507,0.0002,-0.0028,-0.0012,0,0.0001,-0.0004,6.6368,3.4282,-76.494,163.4391,0.2704,0.5175
15.247016,0.0023,-0.0018,0.0018,0,0.0001,-0.0004,6.6368,3.4282,-76.494,163.4391,0.2704,0.5175
15.24854,0.0023,-0.0018,0.0018,0,0.0001,-0.0004,6.6368,3.4282,-76.494,163.4432,0.2717,0.5188
15.307744,0.0023,-0.0018,0.0018,0,0.0001,-0.0004,6.588,3.4038,-76.5428,163.4432,0.2717,0.5188
15.321308,0.0023,-0.0018,0.0018,0,0.0001,-0.0004,6.588,3.4038,-76.5428,163.4432,0.2717,0.5188
15.323415,0.0023,-0.0018,0.0018,0,0.0001,-0.0004,6.588,3.4038,-76.5428,163.4423,0.2739,0.5178
15.324468,0.0023,-0.0018,0.0018,0,0.0004,0.0003,6.588,3.4038,-76.5428,163.4423,0.2739,0.5178
15.3255,0.0009,-0.003,-0.0013,0,0.0004,0.0003,6.588,3.4038,-76.5428,163.4423,0.2739,0.5178
15.373402,0.0009,-0.003,-0.0013,0,0.0004,0.0003,6.5758,3.4282,-76.5794,163.4423,0.2739,0.5178
15.401474,0.0009,-0.003,-0.0013,0,0.0004,0.0003,6.5758,3.4282,-76.5794,163.4423,0.2739,0.5178
15.404171,0.0009,-0.003,-0.0013,0,0.0001,-0.0004,6.5758,3.4282,-76.5794,163.4423,0.2739,0.5178
15.405692,0.0009,-0.003,-0.0013,0,0.0001,-0.0004,6.5758,3.4282,-76.5794,163.4382,0.2738,0.5161
15.407342,-0.002,0.0002,-0.0032,0,0.0001,-0.0004,6.5758,3.4282,-76.5794,163.4382,0.2738,0.5161
15.440994,-0.002,0.0002,-0.0032,0,0.0001,-0.0004,6.5758,3.4282,-76.5794,163.4382,0.2738,0.5161
15.443091,-0.002,0.0002,-0.0032,0,-0.0003,-0.0001,6.5758,3.4282,-76.5794,163.4382,0.2738,0.5161
15.444294,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.5758,3.4282,-76.5794,163.4382,0.2738,0.5161
15.445354,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.5758,3.4282,-76.5794,163.4374,0.2737,0.5158
15.446819,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.5758,3.4526,-76.5062,163.4374,0.2737,0.5158
15.508709,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.588,3.4282,-76.5916,163.4374,0.2737,0.5158
15.521435,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.588,3.4282,-76.5916,163.4374,0.2737,0.5158
15.523946,-0.0019,0.0001,-0.0014,0,-0.0003,-0.0001,6.588,3.4282,-76.5916,163.4336,0.2698,0.5153
15.525547,-0.0002,0.0019,-0.0013,0,-0.0003,-0.0001,6.588,3.4282,-76.5916,163.4336,0.2698,0.5153
15.526986,-0.0002,0.0019,-0.0013,0.0007,0.0001,0.0003,6.588,3.4282,-76.5916,163.4336,0.2698,0.5153
15.575202,-0.0002,0.0019,-0.0013,0.0007,0.0001,0.0003,6.649,3.3916,-76.5428,163.4336,0.2698,0.5153
15.600741,-0.0002,0.0019,-0.0013,0.0007,0.0001,0.0003,6.649,3.3916,-76.5428,163.4336,0.2698,0.5153
15.602423,0.0006,-0.0026,0.0016,0.0007,0.0001,0.0003,6.649,3.3916,-76.5428,163.4336,0.2698,0.5153
15.603692,0.0006,-0.0026,0.0016,0.0007,0.0001,0.0003,6.649,3.3916,-76.5428,163.4348,0.2716,0.5153
15.604674,0.0006,-0.0026,0.0016,0,0.0001,-0.0004,6.649,3.3916,-76.5428,163.4348,0.2716,0.5153
15.640021,0.0006,-0.0026,0.0016,0,0.0001,-0.0004,6.649,3.3794,-76.433,163.4348,0.2716,0.5153
15.64224,0.0006,-0.0026,0.0016,0,0.0004,0.0007,6.649,3.3794,-76.433,163.4348,0.2716,0.5153
15.643642,0.0007,-0.0002,0.0009,0,0.0004,0.0007,6.649,3.3794,-76.433,163.4348,0.2716,0.5153
15.644797,0.0007,-0.0002,0.0009,0,0.0004,0.0007,6.649,3.3794,-76.433,163.4325,0.2718,0.5143
15.646282,0.0007,-0.0002,0.0009,0,0.0004,0.0007,6.649,3.3794,-76.433,163.4325,0.2718,0.5143
15.709049,0.0007,-0.0002,0.0009,0,0.0004,0.0007,6.5514,3.294,-76.555,163.4325,0.2718,0.5143
15.719563,0.0007,-0.0002,0.0009,0,0.0001,0.0003,6.5514,3.294,-76.555,163.4325,0.2718,0.5143
15.721338,0.0034,-0.0015,0.0006,0,0.0001,0.0003,6.5514,3.294,-76.555,163.4325,0.2718,0.5143
15.722785,0.0034,-0.0015,0.0006,0,0.0001,0.0003,6.5514,3.294,-76.555,163.4382,0.2729,0.5164
15.724119,0.0034,-0.0015,0.0006,0,0.0001,0.0003,6.5514,3.294,-76.555,163.4382,0.2729,0.5164
15.775397,0.0034,-0.0015,0.0006,0,0.0001,0.0003,6.5636,3.2818,-76.5428,163.4382,0.2729,0.5164
15.798984,0.0034,-0.0015,0.0006,0,0.0001,0.0003,6.5636,3.2818,-76.5428,163.4382,0.2729,0.5164
15.800805,0.0004,-0.002,-0.0009,0,0.0001,0.0003,6.5636,3.2818,-76.5428,163.4382,0.2729,0.5164
15.802044,0.0004,-0.002,-0.0009,0,0.0001,-0.0004,6.5636,3.2818,-76.5428,163.4382,0.2729,0.5164
15.803682,0.0004,-0.002,-0.0009,0,0.0001,-0.0004,6.5636,3.2818,-76.5428,163.4391,0.2744,0.5163
15.838464,0.0004,-0.002,-0.0009,0,0.0001,-0.0004,6.5636,3.2818,-76.5428,163.4391,0.2744,0.5163
15.84028,0.0004,0.0002,-0.0013,0,0.0001,-0.0004,6.5636,3.2818,-76.5428,163.4391,0.2744,0.5163
15.841538,0.0004,0.0002,-0.0013,0,0.0001,0.0007,6.5636,3.2818,-76.5428,163.4391,0.2744,0.5163
15.842708,0.0004,0.0002,-0.0013,0,0.0001,0.0007,6.6612,3.294,-76.5184,163.4391,0.2744,0.5163
15.843957,0.0004,0.0002,-0.0013,0,0.0001,0.0007,6.6612,3.294,-76.5184,163.439,0.2743,0.5163
15.908275,0.0004,0.0002,-0.0013,0,0.0001,0.0007,6.6978,3.3184,-76.494,163.439,0.2743,0.5163
15.918996,0.0004,0.0002,-0.0013,0,0.0001,0.0007,6.6978,3.3184,-76.494,163.439,0.2743,0.5163
15.920946,0.0004,0.0002,-0.0013,0,-0.0005,-0.0004,6.6978,3.3184,-76.494,163.439,0.2743,0.5163
15.92235,0.0004,0.0002,-0.0013,0,-0.0005,-0.0004,6.6978,3.3184,-76.494,163.4473,0.2756,0.5194
15.923862,0.0013,-0.0019,0.0008,0,-0.0005,-0.0004,6.6978,3.3184,-76.494,163.4473,0.2756,0.5194
15.975258,0.0013,-0.0019,0.0008,0,-0.0005,-0.0004,6.7222,3.2696,-76.5184,163.4473,0.2756,0.5194
15.99786,0.0013,-0.0019,0.0008,0,-0.0005,-0.0004,6.7222,3.2696,-76.5184,163.4473,0.2756,0.5194
15.999661,-0.0021,-0.0017,0.0055,0,-0.0005,-0.0004,6.7222,3.2696,-76.5184,163.4473,0.2756,0.5194
16.001136,-0.0021,-0.0017,0.0055,0,0.0001,-0.0004,6.7222,3.2696,-76.5184,163.4473,0.2756,0.5194
16.00239,-0.0021,-0.0017,0.0055,0,0.0001,-0.0004,6.7222,3.2696,-76.5184,163.4437,0.2768,0.5176
16.038362,-0.0021,-0.0017,0.0055,0,0.0001,-0.0004,6.7222,3.2696,-76.5184,163.4437,0.2768,0.5176
16.040309,-0.0021,-0.0017,0.0055,0,0.0001,-0.0001,6.7222,3.2696,-76.5184,163.4437,0.2768,0.5176
16.041441,0.0033,0.0016,0.0009,0,0.0001,-0.0001,6.7222,3.2696,-76.5184,163.4437,0.2768,0.5176
16.042766,0.0033,0.0016,0.0009,0,0.0001,-0.0001,6.7954,3.3306,-76.5062,163.4437,0.2768,0.5176
16.04395,0.0033,0.0016,0.0009,0,0.0001,-0.0001,6.7954,3.3306,-76.5062,163.4478,0.2757,0.5196
16.10785,0.0033,0.0016,0.0009,0,0.0001,-0.0001,6.7466,3.3062,-76.433,163.4478,0.2757,0.5196
16.118487,0.0033,0.0016,0.0009,0,0.0001,-0.0001,6.7466,3.3062,-76.433,163.4478,0.2757,0.5196
16.120509,0.0024,0.0013,0.0021,0,0.0001,-0.0001,6.7466,3.3062,-76.433,163.4478,0.2757,0.5196
16.122,0.0024,0.0013,0.0021,0,0.0007,0,6.7466,3.3062,-76.433,163.4478,0.2757,0.5196
16.12348,0.0024,0.0013,0.0021,0,0.0007,0,6.7466,3.3062,-76.433,163.4446,0.2748,0.5185
16.174278,0.0024,0.0013,0.0021,0,0.0007,0,6.8198,3.4038,-76.4696,163.4446,0.2748,0.5185
16.197974,0.0024,0.0013,0.0021,0,0.0007,0,6.8198,3.4038,-76.4696,163.4446,0.2748,0.5185
16.199703,0.0024,0.0013,0.0021,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4446,0.2748,0.5185
16.200911,0,0.0023,-0.0013,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4446,0.2748,0.5185
16.202123,0,0.0023,-0.0013,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4428,0.2732,0.5182
16.238932,0,0.0023,-0.0013,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4428,0.2732,0.5182
16.241113,0,0.0023,-0.0013,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4428,0.2732,0.5182
16.242431,0.0017,0.0016,-0.0003,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4428,0.2732,0.5182
16.244114,0.0017,0.0016,-0.0003,0,0.0001,-0.0004,6.8198,3.4038,-76.4696,163.4441,0.2721,0.5191
16.245468,0.0017,0.0016,-0.0003,0,0.0001,-0.0004,6.8076,3.4282,-76.3476,163.4441,0.2721,0.5191
16.307557,0.0017,0.0016,-0.0003,0,0.0001,-0.0004,6.7954,3.3794,-76.4452,163.4441,0.2721,0.5191
16.316646,0.0017,0.0016,-0.0003,0,0.0001,-0.0004,6.7954,3.3794,-76.4452,163.4441,0.2721,0.5191
16.318774,0.0008,-0.0001,-0.0026,0,0.0001,-0.0004,6.7954,3.3794,-76.4452,163.4441,0.2721,0.5191
16.320239,0.0008,-0.0001,-0.0026,0.0007,0.0001,0,6.7954,3.3794,-76.4452,163.4441,0.2721,0.5191
16.321476,0.0008,-0.0001,-0.0026,0.0007,0.0001,0,6.7954,3.3794,-76.4452,163.4432,0.2698,0.5194
16.375274,0.0008,-0.0001,-0.0026,0.0007,0.0001,0,6.7344,3.4038,-76.4574,163.4432,0.2698,0.5194
16.39731,0.0008,-0.0001,-0.0026,0.0007,0.0001,0,6.7344,3.4038,-76.4574,163.4432,0.2698,0.5194
16.399057,0,-0.0007,0.0028,0.0007,0.0001,0,6.7344,3.4038,-76.4574,163.4432,0.2698,0.5194
16.400121,0,-0.0007,0.0028,0,0,0.0007,6.7344,3.4038,-76.4574,163.4432,0.2698,0.5194
16.401482,0,-0.0007,0.0028,0,0,0.0007,6.7344,3.4038,-76.4574,163.4437,0.2703,0.5194
16.436358,0,-0.0007,0.0028,0,0,0.0007,6.7344,3.4038,-76.4574,163.4437,0.2703,0.5194
16.438348,0,-0.0007,0.0028,0,-0.0009,-0.0001,6.7344,3.4038,-76.4574,163.4437,0.2703,0.5194
16.439588,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.7344,3.4038,-76.4574,163.4437,0.2703,0.5194
16.44067,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.6246,3.3672,-76.4574,163.4437,0.2703,0.5194
16.441689,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.6246,3.3672,-76.4574,163.457,0.2733,0.5242
16.507907,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.5514,3.416,-76.494,163.457,0.2733,0.5242
16.518907,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.5514,3.416,-76.494,163.457,0.2733,0.5242
16.520752,0.0014,-0.0041,-0.003,0,-0.0009,-0.0001,6.5514,3.416,-76.494,163.4553,0.2741,0.5233
16.522205,-0.0009,-0.0011,0.0032,0,-0.0009,-0.0001,6.5514,3.416,-76.494,163.4553,0.2741,0.5233
16.523859,-0.0009,-0.0011,0.0032,0,0.0001,0.0001,6.5514,3.416,-76.494,163.4553,0.2741,0.5233
16.575391,-0.0009,-0.0011,0.0032,0,0.0001,0.0001,6.4538,3.355,-76.5184,163.4553,0.2741,0.5233
16.59734,-0.0009,-0.0011,0.0032,0,0.0001,0.0001,6.4538,3.355,-76.5184,163.4553,0.2741,0.5233
16.599652,-0.0009,-0.0011,0.0032,0,0,-0.0004,6.4538,3.355,-76.5184,163.4553,0.2741,0.5233
16.601208,0.0011,0.0021,-0.0016,0,0,-0.0004,6.4538,3.355,-76.5184,163.4553,0.2741,0.5233
16.602908,0.0011,0.0021,-0.0016,0,0,-0.0004,6.4538,3.355,-76.5184,163.4565,0.2727,0.5242
16.63713,0.0011,0.0021,-0.0016,0,0,-0.0004,6.4538,3.355,-76.5184,163.4565,0.2727,0.5242
16.639367,0.0007,-0.0017,-0.0034,0,0,-0.0004,6.4538,3.355,-76.5184,163.4565,0.2727,0.5242
16.640733,0.0007,-0.0017,-0.0034,0,-0.0001,-0.0004,6.4538,3.355,-76.5184,163.4565,0.2727,0.5242
16.641991,0.0007,-0.0017,-0.0034,0,-0.0001,-0.0004,6.4294,3.3428,-76.5916,163.4565,0.2727,0.5242
16.643329,0.0007,-0.0017,-0.0034,0,-0.0001,-0.0004,6.4294,3.3428,-76.5916,163.46,0.2739,0.5253
16.709046,0.0007,-0.0017,-0.0034,0,-0.0001,-0.0004,6.344,3.3184,-76.5916,163.46,0.2739,0.5253
16.717136,0.0007,-0.0017,-0.0034,0,-0.0001,-0.0004,6.344,3.3184,-76.5916,163.46,0.2739,0.5253
16.718743,-0.0018,-0.0013,0.0003,0,-0.0001,-0.0004,6.344,3.3184,-76.5916,163.46,0.2739,0.5253
16.720288,-0.0018,-0.0013,0.0003,0,-0.0001,-0.0004,6.344,3.3184,-76.5916,163.4556,0.273,0.5237
16.721827,-0.0018,-0.0013,0.0003,0.0005,0.0001,-0.0004,6.344,3.3184,-76.5916,163.4556,0.273,0.5237
16.773193,-0.0018,-0.0013,0.0003,0.0005,0.0001,-0.0004,6.3684,3.3062,-76.5916,163.4556,0.273,0.5237
16.79597,-0.0018,-0.0013,0.0003,0.0005,0.0001,-0.0004,6.3684,3.3062,-76.5916,163.4556,0.273,0.5237
16.7981,0.0014,-0.0005,0.0015,0.0005,0.0001,-0.0004,6.3684,3.3062,-76.5916,163.4556,0.273,0.5237
16.799744,0.0014,-0.0005,0.0015,0.0005,0.0001,-0.0004,6.3684,3.3062,-76.5916,163.4574,0.2734,0.5244
16.801232,0.0014,-0.0005,0.0015,0,0.0001,0.0005,6.3684,3.3062,-76.5916,163.4574,0.2734,0.5244
16.83535,0.0014,-0.0005,0.0015,0,0.0001,0.0005,6.3684,3.3062,-76.5916,163.4574,0.2734,0.5244
16.837449,0.0029,0.0026,-0.0019,0,0.0001,0.0005,6.3684,3.3062,-76.5916,163.4574,0.2734,0.5244
16.839003,0.0029,0.0026,-0.0019,0,0.0001,0.0004,6.3684,3.3062,-76.5916,163.4574,0.2734,0.5244
16.84011,0.0029,0.0026,-0.0019,0,0.0001,0.0004,6.3806,3.3794,-76.5306,163.4574,0.2734,0.5244
16.841095,0.0029,0.0026,-0.0019,0,0.0001,0.0004,6.3806,3.3794,-76.5306,163.4604,0.2716,0.5261
16.908862,0.0029,0.0026,-0.0019,0,0.0001,0.0004,6.405,3.4038,-76.5916,163.4604,0.2716,0.5261
16.916801,0.0029,0.0026,-0.0019,0,0.0001,0.0004,6.405,3.4038,-76.5916,163.4604,0.2716,0.5261
16.918283,-0.0002,0.0008,-0.0009,0,0.0001,0.0004,6.405,3.4038,-76.5916,163.4604,0.2716,0.5261
16.91974,-0.0002,0.0008,-0.0009,0,0.0001,0.0004,6.405,3.4038,-76.5916,163.459,0.271,0.5257
16.921101,-0.0002,0.0008,-0.0009,0,0.0001,-0.0004,6.405,3.4038,-76.5916,163.459,0.271,0.5257
16.976214,-0.0002,0.0008,-0.0009,0,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.459,0.271,0.5257
16.994527,-0.0002,0.0008,-0.0009,0,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.459,0.271,0.5257
16.996432,-0.0002,0.0008,-0.0009,0.0009,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.459,0.271,0.5257
16.997558,0.0008,-0.0032,-0.0011,0.0009,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.459,0.271,0.5257
16.99887,0.0008,-0.0032,-0.0011,0.0009,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.4587,0.2699,0.526
17.035163,0.0008,-0.0032,-0.0011,0.0009,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.4587,0.2699,0.526
17.037134,-0.0028,-0.0013,-0.0028,0.0009,0.0001,-0.0004,6.5636,3.3916,-76.6526,163.4587,0.2699,0.526
17.038282,-0.0028,-0.0013,-0.0028,0,0.0001,0.0004,6.5636,3.3916,-76.6526,163.4587,0.2699,0.526
17.039735,-0.0028,-0.0013,-0.0028,0,0.0001,0.0004,6.6124,3.355,-76.6404,163.4587,0.2699,0.526
17.040861,-0.0028,-0.0013,-0.0028,0,0.0001,0.0004,6.6124,3.355,-76.6404,163.4539,0.2708,0.5236
17.108671,-0.0028,-0.0013,-0.0028,0,0.0001,0.0004,6.6368,3.416,-76.5306,163.4539,0.2708,0.5236
17.115755,-0.0028,-0.0013,-0.0028,0,0.0001,0.0004,6.6368,3.416,-76.5306,163.4539,0.2708,0.5236
17.116885,-0.0008,0.0018,-0.0025,0,0.0001,0.0004,6.6368,3.416,-76.5306,163.4539,0.2708,0.5236
17.118021,-0.0008,0.0018,-0.0025,0,0.0001,0.0001,6.6368,3.416,-76.5306,163.4539,0.2708,0.5236
17.119323,-0.0008,0.0018,-0.0025,0,0.0001,0.0001,6.6368,3.416,-76.5306,163.451,0.2696,0.5228
17.175889,-0.0008,0.0018,-0.0025,0,0.0001,0.0001,6.7466,3.4282,-76.4208,163.451,0.2696,0.5228
17.195296,-0.0008,0.0018,-0.0025,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.451,0.2696,0.5228
17.197057,-0.0008,0.0018,-0.0025,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.198165,-0.0008,0.0018,-0.0025,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.19933,-0.0009,-0.001,0.0006,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.234341,-0.0009,-0.001,0.0006,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.236191,0.0009,-0.0009,0.0024,0.0009,0.0001,0.0007,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.237254,0.0009,-0.0009,0.0024,0,0.0001,-0.0003,6.7466,3.4282,-76.4208,163.4469,0.2669,0.5218
17.239759,0.0009,-0.0009,0.0024,0,0.0001,-0.0003,6.7344,3.4404,-76.4086,163.4469,0.2669,0.5218
17.241207,0.0009,-0.0009,0.0024,0,0.0001,-0.0003,6.7344,3.4404,-76.4086,163.4481,0.2676,0.5221
17.307094,0.0009,-0.0009,0.0024,0,0.0001,-0.0003,6.7588,3.4892,-76.433,163.4481,0.2676,0.5221
17.313842,0.0009,-0.0009,0.0024,0,0.0001,0.0001,6.7588,3.4892,-76.433,163.4481,0.2676,0.5221
17.315454,0.0009,-0.0009,0.0024,0,0.0001,0.0001,6.7588,3.4892,-76.433,163.4487,0.2682,0.5222
17.316734,0.0009,-0.0009,0.0024,0,0.0001,0.0001,6.7588,3.4892,-76.433,163.4487,0.2682,0.5222
17.317861,0.0005,-0.0008,-0.0004,0,0.0001,0.0001,6.7588,3.4892,-76.433,163.4487,0.2682,0.5222
17.375732,0.0005,-0.0008,-0.0004,0,0.0001,0.0001,6.6734,3.477,-76.4452,163.4487,0.2682,0.5222
17.394272,0.0005,-0.0008,-0.0004,0,0.0001,0.0001,6.6734,3.477,-76.4452,163.4487,0.2682,0.5222
17.396202,0.0005,-0.0008,-0.0004,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4487,0.2682,0.5222
17.397322,0.0012,-0.0011,0.0011,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4487,0.2682,0.5222
17.398525,0.0012,-0.0011,0.0011,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4506,0.269,0.5227
17.434984,0.0012,-0.0011,0.0011,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4506,0.269,0.5227
17.437272,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4506,0.269,0.5227
17.438871,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6734,3.477,-76.4452,163.4506,0.269,0.5227
17.440167,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6612,3.4526,-76.4086,163.4506,0.269,0.5227
17.441453,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6612,3.4526,-76.4086,163.4523,0.2697,0.5232
17.508513,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6124,3.4282,-76.3842,163.4523,0.2697,0.5232
17.514292,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6124,3.4282,-76.3842,163.4523,0.2697,0.5232
17.515876,0.0012,-0.0009,0.001,0,0.0001,0.0005,6.6124,3.4282,-76.3842,163.4507,0.2701,0.5225
17.517423,-0.0006,-0.0005,0.0015,0,0.0001,0.0005,6.6124,3.4282,-76.3842,163.4507,0.2701,0.5225
17.518814,-0.0006,-0.0005,0.0015,0,0.0001,0.0001,6.6124,3.4282,-76.3842,163.4507,0.2701,0.5225
17.576157,-0.0006,-0.0005,0.0015,0,0.0001,0.0001,6.6368,3.4648,-76.372,163.4507,0.2701,0.5225
17.592707,-0.0006,-0.0005,0.0015,0,0.0001,0.0007,6.6368,3.4648,-76.372,163.4507,0.2701,0.5225
17.594515,-0.0006,-0.0005,0.0015,0,0.0001,0.0007,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.59613,0.0012,0.0013,-0.0034,0,0.0001,0.0007,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.597273,0.0012,0.0013,-0.0034,0,0.0001,0.0007,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.633843,0.0012,0.0013,-0.0034,0,0.0001,-0.0003,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.635793,0.0012,0.0013,-0.0034,0,0.0001,-0.0003,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.636979,-0.0025,0.0013,0.0002,0,0.0001,-0.0003,6.6368,3.4648,-76.372,163.4513,0.2692,0.523
17.641465,-0.0025,0.0013,0.0002,0,0.0001,-0.0003,6.6368,3.4648,-76.372,163.4458,0.2684,0.5209
17.642916,-0.0025,0.0013,0.0002,0,0.0001,-0.0003,6.6734,3.4526,-76.4086,163.4458,0.2684,0.5209
17.708497,-0.0025,0.0013,0.0002,0,0.0001,-0.0003,6.649,3.4404,-76.4452,163.4458,0.2684,0.5209
17.714595,0.0008,-0.0017,-0.0004,0,0.0001,-0.0003,6.649,3.4404,-76.4452,163.4458,0.2684,0.5209
17.716038,0.0008,-0.0017,-0.0004,0,0.0001,-0.0003,6.649,3.4404,-76.4452,163.4473,0.2696,0.5212
17.717212,0.0008,-0.0017,-0.0004,0,0.0001,-0.0003,6.649,3.4404,-76.4452,163.4473,0.2696,0.5212
17.718333,0.0008,-0.0017,-0.0004,0,0.0001,0.0001,6.649,3.4404,-76.4452,163.4473,0.2696,0.5212
17.774752,0.0008,-0.0017,-0.0004,0,0.0001,0.0001,6.7466,3.416,-76.3964,163.4473,0.2696,0.5212
17.793203,0.0008,-0.0017,-0.0004,0.0003,0.0001,0.0004,6.7466,3.416,-76.3964,163.4473,0.2696,0.5212
17.794898,0.0013,-0.0011,0.0013,0.0003,0.0001,0.0004,6.7466,3.416,-76.3964,163.4473,0.2696,0.5212
17.795907,0.0013,-0.0011,0.0013,0.0003,0.0001,0.0004,6.7466,3.416,-76.3964,163.4473,0.2696,0.5212
17.796947,0.0013,-0.0011,0.0013,0.0003,0.0001,0.0004,6.7466,3.416,-76.3964,163.4487,0.2696,0.5218
17.834143,0.0013,-0.0011,0.0013,0.0001,0.0001,0.0005,6.7466,3.416,-76.3964,163.4487,0.2696,0.5218
17.836011,0.0014,-0.0046,-0.0005,0.0001,0.0001,0.0005,6.7466,3.416,-76.3964,163.4487,0.2696,0.5218
17.837202,0.0014,-0.0046,-0.0005,0.0001,0.0001,0.0005,6.7466,3.416,-76.3964,163.4487,0.2696,0.5218
17.84019,0.0014,-0.0046,-0.0005,0.0001,0.0001,0.0005,6.7222,3.3916,-76.4086,163.4487,0.2696,0.5218
17.841281,0.0014,-0.0046,-0.0005,0.0001,0.0001,0.0005,6.7222,3.3916,-76.4086,163.4522,0.2724,0.5225
17.908816,0.0014,-0.0046,-0.0005,0.0001,0.0001,0.0005,6.7954,3.3916,-76.3476,163.4522,0.2724,0.5225
17.912904,0.0014,-0.0046,-0.0005,0,0.0001,0,6.7954,3.3916,-76.3476,163.4522,0.2724,0.5225
17.91424,0.0014,-0.0046,-0.0005,0,0.0001,0,6.7954,3.3916,-76.3476,163.4512,0.2733,0.5217
17.915611,0.0014,-0.0046,-0.0005,0,0.0001,0,6.7954,3.3916,-76.3476,163.4512,0.2733,0.5217
17.916843,-0.0006,-0.0012,-0.0018,0,0.0001,0,6.7954,3.3916,-76.3476,163.4512,0.2733,0.5217
17.976551,-0.0006,-0.0012,-0.0018,0,0.0001,0,6.8564,3.4404,-76.311,163.4512,0.2733,0.5217
17.992442,-0.0006,-0.0012,-0.0018,0,0.0001,0.0007,6.8564,3.4404,-76.311,163.4512,0.2733,0.5217
17.994501,-0.0006,-0.0012,-0.0018,0,0.0001,0.0007,6.8564,3.4404,-76.311,163.4485,0.2718,0.5211
17.996063,-0.0006,-0.0012,-0.0018,0,0.0001,0.0007,6.8564,3.4404,-76.311,163.4485,0.2718,0.5211
17.997245,-0.0005,0.0022,0.0023,0,0.0001,0.0007,6.8564,3.4404,-76.311,163.4485,0.2718,0.5211
18.031501,-0.0004,0.002,0,0,0.0001,0.0007,6.8564,3.4404,-76.311,163.4485,0.2718,0.5211
18.033078,-0.0004,0.002,0,0,0.0001,-0.0003,6.8564,3.4404,-76.311,163.4485,0.2718,0.5211
